user_id,graph_degree,graph_2hop_count,graph_comp_size,graph_clustering,graph_pagerank
970889,1,0,2,0.0,3.6e-05
970897,0,0,1,0.0,6e-06
970972,0,0,1,0.0,6e-06
970976,0,0,1,0.0,6e-06
971020,0,0,1,0.0,6e-06
971067,0,0,1,0.0,6e-06
971082,0,0,1,0.0,6e-06
971096,19,126,13672,0.0074,4.2e-05
971128,0,0,1,0.0,6e-06
971170,0,0,1,0.0,6e-06
971195,0,0,1,0.0,6e-06
971205,1,0,2,0.0,3.6e-05
971359,0,0,1,0.0,6e-06
971381,0,0,1,0.0,6e-06
971387,1,1,13672,0.0,1.7e-05
971449,1,2,6,0.0,2.3e-05
971494,0,0,1,0.0,6e-06
971557,150,1900,13672,0.006,0.000141
971619,0,0,1,0.0,6e-06
971666,23,111,13672,0.0108,3.5e-05
971690,1,50,13672,0.0,7e-06
971742,1,0,2,0.0,3.6e-05
971770,0,0,1,0.0,6e-06
971795,0,0,1,0.0,6e-06
971833,1,0,2,0.0,3.6e-05
971852,0,0,1,0.0,6e-06
971893,30,1179,13672,0.0081,3e-05
971899,0,0,1,0.0,6e-06
971965,0,0,1,0.0,6e-06
971980,2,112,13672,0.0,9e-06
972013,13,52,13672,0.0064,3.8e-05
972103,0,0,1,0.0,6e-06
972105,0,0,1,0.0,6e-06
972165,14,1,16,0.0082,3.6e-05
972197,0,0,1,0.0,6e-06
972232,1,0,2,0.0,3.6e-05
972244,0,0,1,0.0,6e-06
972328,26,104,13672,0.0123,3.3e-05
972340,0,0,1,0.0,6e-06
972381,8,22,13672,0.007,3.6e-05
972388,0,0,1,0.0,6e-06
972412,0,0,1,0.0,6e-06
972422,1,0,2,0.0,3.6e-05
972474,1,0,2,0.0,3.6e-05
972485,0,0,1,0.0,6e-06
972491,0,0,1,0.0,6e-06
972536,0,0,1,0.0,6e-06
972574,0,0,1,0.0,6e-06
972626,0,0,1,0.0,6e-06
972680,0,0,1,0.0,6e-06
972769,1,3,8,0.0,2e-05
972778,0,0,1,0.0,6e-06
972819,35,1184,13672,0.0078,2.6e-05
972904,1,209,13672,0.0,7e-06
972933,0,0,1,0.0,6e-06
973041,1,74,13672,0.0,7e-06
973209,55,1321,13672,0.0056,4.1e-05
973238,20,7,13672,0.0074,4.6e-05
973240,0,0,1,0.0,6e-06
973241,0,0,1,0.0,6e-06
973268,2,0,3,0.0082,3.6e-05
973342,52,1311,13672,0.0054,3.7e-05
973391,1,0,2,0.0,3.6e-05
973419,0,0,1,0.0,6e-06
973488,0,0,1,0.0,6e-06
973646,0,0,1,0.0,6e-06
973727,0,0,1,0.0,6e-06
973817,16,257,13672,0.0055,3.8e-05
973827,12,1119,13672,0.0126,1.2e-05
973887,2,5,13672,0.0118,1.7e-05
973944,41,333,13672,0.0089,2.9e-05
973978,0,0,1,0.0,6e-06
973979,0,0,1,0.0,6e-06
973992,0,0,1,0.0,6e-06
974010,0,0,1,0.0,6e-06
974045,0,0,1,0.0,6e-06
974142,0,0,1,0.0,6e-06
974148,0,0,1,0.0,6e-06
974228,0,0,1,0.0,6e-06
974238,0,0,1,0.0,6e-06
974308,0,0,1,0.0,6e-06
974314,1,4,7,0.0,2.1e-05
974417,0,0,1,0.0,6e-06
974501,0,0,1,0.0,6e-06
974524,0,0,1,0.0,6e-06
974549,0,0,1,0.0,6e-06
974646,0,0,1,0.0,6e-06
974673,0,0,1,0.0,6e-06
974709,0,0,1,0.0,6e-06
974777,0,0,1,0.0,6e-06
974786,0,0,1,0.0,6e-06
974796,0,0,1,0.0,6e-06
974833,0,0,1,0.0,6e-06
974923,0,0,1,0.0,6e-06
974983,0,0,1,0.0,6e-06
975020,0,0,1,0.0,6e-06
975040,0,0,1,0.0,6e-06
975130,0,0,1,0.0,6e-06
975179,0,0,1,0.0,6e-06
975182,0,0,1,0.0,6e-06
975245,49,235,13672,0.0085,4.5e-05
975328,47,1436,13672,0.0087,2.9e-05
975382,12,26,13672,0.0091,2.5e-05
975430,1,0,2,0.0,3.6e-05
975516,0,0,1,0.0,6e-06
975555,0,0,1,0.0,6e-06
975565,0,0,1,0.0,6e-06
975596,0,0,1,0.0,6e-06
975662,0,0,1,0.0,6e-06
975781,0,0,1,0.0,6e-06
975824,0,0,1,0.0,6e-06
975842,1,1,13672,0.0,1.6e-05
975856,0,0,1,0.0,6e-06
975876,0,0,1,0.0,6e-06
975944,27,19,13672,0.0046,7.4e-05
975962,0,0,1,0.0,6e-06
975970,0,0,1,0.0,6e-06
976010,0,0,1,0.0,6e-06
976022,0,0,1,0.0,6e-06
976036,0,0,1,0.0,6e-06
976047,65,1877,13672,0.0073,7.8e-05
976151,2,26,13672,0.0082,1.3e-05
976164,0,0,1,0.0,6e-06
976223,1,17,13672,0.0,8e-06
976267,9,4,13672,0.0084,3.5e-05
976311,0,0,1,0.0,6e-06
976337,0,0,1,0.0,6e-06
976359,0,0,1,0.0,6e-06
976466,1,0,2,0.0,3.6e-05
976519,14,1,16,0.0082,3.6e-05
976525,0,0,1,0.0,6e-06
976565,0,0,1,0.0,6e-06
976633,2,18,13672,0.0082,1.4e-05
976647,0,0,1,0.0,6e-06
976674,0,0,1,0.0,6e-06
976680,4,0,5,0.0133,4.4e-05
976685,3,3,13672,0.0027,3.3e-05
976728,0,0,1,0.0,6e-06
976751,1,0,2,0.0,3.6e-05
976755,0,0,1,0.0,6e-06
976765,1,0,2,0.0,3.6e-05
976809,1,9,13672,0.0,1.6e-05
976892,0,0,1,0.0,6e-06
977133,0,0,1,0.0,6e-06
977213,69,527,13672,0.0077,5.6e-05
977264,2,4,13672,0.0,3.3e-05
977285,0,0,1,0.0,6e-06
977305,0,0,1,0.0,6e-06
977347,0,0,1,0.0,6e-06
977360,0,0,1,0.0,6e-06
977434,11,10,13672,0.0082,3.6e-05
977452,1,11,13672,0.0,9e-06
977471,18,373,13672,0.0087,1.8e-05
977472,0,0,1,0.0,6e-06
977497,2,2,5,0.0082,3.5e-05
977501,0,0,1,0.0,6e-06
977549,27,1290,13672,0.0083,2.7e-05
977567,0,0,1,0.0,6e-06
977585,0,0,1,0.0,6e-06
977588,0,0,1,0.0,6e-06
977604,19,8,13672,0.0084,4.1e-05
977611,0,0,1,0.0,6e-06
977623,0,0,1,0.0,6e-06
977625,1,4,13672,0.0,1.4e-05
977654,0,0,1,0.0,6e-06
977667,1,1,13672,0.0,2.6e-05
977705,0,0,1,0.0,6e-06
977726,0,0,1,0.0,6e-06
977752,0,0,1,0.0,6e-06
977819,0,0,1,0.0,6e-06
977984,0,0,1,0.0,6e-06
978026,23,1109,13672,0.0087,3e-05
978065,0,0,1,0.0,6e-06
978086,1,0,2,0.0,3.6e-05
978131,0,0,1,0.0,6e-06
978167,0,0,1,0.0,6e-06
978207,0,0,1,0.0,6e-06
978214,41,1691,13672,0.0083,3.7e-05
978224,1,0,2,0.0,3.6e-05
978582,1,3,13672,0.0,1.6e-05
978627,0,0,1,0.0,6e-06
978632,0,0,1,0.0,6e-06
978662,0,0,1,0.0,6e-06
978724,3,41,13672,0.0082,1.8e-05
978787,0,0,1,0.0,6e-06
978834,0,0,1,0.0,6e-06
978848,0,0,1,0.0,6e-06
978924,0,0,1,0.0,6e-06
978946,1,0,2,0.0,3.6e-05
978964,0,0,1,0.0,6e-06
978975,0,0,1,0.0,6e-06
978983,0,0,1,0.0,6e-06
979003,2,18,13672,0.0082,1.4e-05
979023,0,0,1,0.0,6e-06
979075,0,0,1,0.0,6e-06
979078,0,0,1,0.0,6e-06
979088,0,0,1,0.0,6e-06
979147,14,864,13672,0.0078,1.9e-05
979230,0,0,1,0.0,6e-06
979238,0,0,1,0.0,6e-06
979420,0,0,1,0.0,6e-06
979435,0,0,1,0.0,6e-06
979523,0,0,1,0.0,6e-06
979640,0,0,1,0.0,6e-06
979656,0,0,1,0.0,6e-06
979706,151,1740,13672,0.0028,9.9e-05
979740,1,5,13672,0.0,1.5e-05
979758,0,0,1,0.0,6e-06
979793,0,0,1,0.0,6e-06
979854,1,0,2,0.0,3.6e-05
979921,0,0,1,0.0,6e-06
979924,1,0,2,0.0,3.6e-05
979935,2,27,13672,0.0188,1.4e-05
979944,0,0,1,0.0,6e-06
979949,0,0,1,0.0,6e-06
979973,0,0,1,0.0,6e-06
980004,46,1319,13672,0.0081,4e-05
980111,2,0,3,0.0,5.5e-05
980225,0,0,1,0.0,6e-06
980257,0,0,1,0.0,6e-06
980274,0,0,1,0.0,6e-06
980300,0,0,1,0.0,6e-06
980318,0,0,1,0.0,6e-06
980428,0,0,1,0.0,6e-06
980456,0,0,1,0.0,6e-06
980489,0,0,1,0.0,6e-06
980590,2,8,23,0.0082,1.8e-05
980642,0,0,1,0.0,6e-06
980722,2,0,3,0.0082,3.6e-05
980895,0,0,1,0.0,6e-06
981015,0,0,1,0.0,6e-06
981025,0,0,1,0.0,6e-06
981072,25,603,13672,0.0066,5e-05
981091,0,0,1,0.0,6e-06
981181,0,0,1,0.0,6e-06
981197,0,0,1,0.0,6e-06
981270,0,0,1,0.0,6e-06
981351,0,0,1,0.0,6e-06
981356,0,0,1,0.0,6e-06
981391,0,0,1,0.0,6e-06
981419,14,86,13672,0.0082,3.3e-05
981466,3,4,13672,0.0,4.4e-05
981502,0,0,1,0.0,6e-06
981524,5,1,13672,0.0082,3.6e-05
981531,0,0,1,0.0,6e-06
981706,24,1045,13672,0.009,2e-05
981835,0,0,1,0.0,6e-06
981847,0,0,1,0.0,6e-06
981848,1,0,2,0.0,3.6e-05
981867,0,0,1,0.0,6e-06
981896,0,0,1,0.0,6e-06
981905,6,3,13672,0.0055,4.8e-05
981918,0,0,1,0.0,6e-06
981976,0,0,1,0.0,6e-06
982012,1,0,2,0.0,3.6e-05
982078,0,0,1,0.0,6e-06
982122,0,0,1,0.0,6e-06
982127,0,0,1,0.0,6e-06
982174,31,289,13672,0.0062,4.7e-05
982175,1,0,2,0.0,3.6e-05
982178,0,0,1,0.0,6e-06
982189,0,0,1,0.0,6e-06
982254,3,34,13672,0.0027,2.4e-05
982263,0,0,1,0.0,6e-06
982265,1,2,13672,0.0,2.5e-05
982289,0,0,1,0.0,6e-06
982331,0,0,1,0.0,6e-06
982459,0,0,1,0.0,6e-06
982486,1,1,13672,0.0,1.7e-05
982500,1,1,13672,0.0,1.7e-05
982538,43,1447,13672,0.0065,4e-05
982546,0,0,1,0.0,6e-06
982588,0,0,1,0.0,6e-06
982627,0,0,1,0.0,6e-06
982645,1,0,2,0.0,3.6e-05
982667,0,0,1,0.0,6e-06
982813,1,0,2,0.0,3.6e-05
982850,0,0,1,0.0,6e-06
982893,0,0,1,0.0,6e-06
982907,0,0,1,0.0,6e-06
982940,0,0,1,0.0,6e-06
982948,0,0,1,0.0,6e-06
982985,1,1,3,0.0,2.7e-05
983123,1,0,2,0.0,3.6e-05
983256,1,1,3,0.0,2.7e-05
983323,0,0,1,0.0,6e-06
983331,0,0,1,0.0,6e-06
983445,0,0,1,0.0,6e-06
983455,0,0,1,0.0,6e-06
983498,0,0,1,0.0,6e-06
983503,0,0,1,0.0,6e-06
983507,1,144,13672,0.0,1.3e-05
983557,0,0,1,0.0,6e-06
983589,0,0,1,0.0,6e-06
983606,1,0,2,0.0,3.6e-05
983607,0,0,1,0.0,6e-06
983669,0,0,1,0.0,6e-06
983747,0,0,1,0.0,6e-06
983774,0,0,1,0.0,6e-06
983779,0,0,1,0.0,6e-06
983788,0,0,1,0.0,6e-06
983813,0,0,1,0.0,6e-06
983826,0,0,1,0.0,6e-06
983868,0,0,1,0.0,6e-06
983921,39,1233,13672,0.0087,2.6e-05
983954,0,0,1,0.0,6e-06
983968,0,0,1,0.0,6e-06
983978,0,0,1,0.0,6e-06
983983,0,0,1,0.0,6e-06
984034,0,0,1,0.0,6e-06
984035,0,0,1,0.0,6e-06
984062,17,26,13672,0.0089,3.5e-05
984075,0,0,1,0.0,6e-06
984234,39,1120,13672,0.007,5.2e-05
984239,0,0,1,0.0,6e-06
984291,17,864,13672,0.0076,1.9e-05
984367,0,0,1,0.0,6e-06
984423,0,0,1,0.0,6e-06
984553,1,0,2,0.0,3.6e-05
984556,3,3,7,0.0089,3e-05
984635,0,0,1,0.0,6e-06
984639,0,0,1,0.0,6e-06
984686,12,28,13672,0.009,2.6e-05
984696,1,0,2,0.0,3.6e-05
984697,0,0,1,0.0,6e-06
984778,2,2,13672,0.0082,2e-05
984779,1,0,2,0.0,3.6e-05
984866,3,62,13672,0.0189,1.4e-05
984957,0,0,1,0.0,6e-06
984977,1,22,13672,0.0,7e-06
984994,0,0,1,0.0,6e-06
985071,3,0,4,0.0082,3.6e-05
985103,3,4,13672,0.0082,3.3e-05
985121,6,47,13672,0.0068,2.5e-05
985214,0,0,1,0.0,6e-06
985345,1,0,2,0.0,3.6e-05
985377,0,0,1,0.0,6e-06
985400,49,235,13672,0.0082,3.9e-05
985415,0,0,1,0.0,6e-06
985439,0,0,1,0.0,6e-06
985457,2,1,4,0.0,4.7e-05
985505,0,0,1,0.0,6e-06
985542,12,965,13672,0.0083,2.2e-05
985663,0,0,1,0.0,6e-06
985674,0,0,1,0.0,6e-06
985824,0,0,1,0.0,6e-06
985835,0,0,1,0.0,6e-06
985872,0,0,1,0.0,6e-06
985896,36,1104,13672,0.0065,4.5e-05
985980,0,0,1,0.0,6e-06
986011,0,0,1,0.0,6e-06
986066,1,51,13672,0.0,7e-06
986091,22,759,13672,0.0082,2.4e-05
986150,1,65,13672,0.0,8e-06
986151,0,0,1,0.0,6e-06
986187,1,0,2,0.0,3.6e-05
986249,10,55,13672,0.0082,3e-05
986271,2,2,13672,0.0,5.1e-05
986281,0,0,1,0.0,6e-06
986337,1,1,3,0.0,2.7e-05
986361,35,655,13672,0.003,6e-05
986407,0,0,1,0.0,6e-06
986517,0,0,1,0.0,6e-06
986564,14,41,13672,0.0082,3.3e-05
986616,0,0,1,0.0,6e-06
986666,0,0,1,0.0,6e-06
986671,0,0,1,0.0,6e-06
986705,48,619,13672,0.0081,4.5e-05
986708,19,558,13672,0.0042,5.6e-05
986714,21,301,13672,0.0067,4.2e-05
986729,1,0,2,0.0,3.6e-05
986751,1,40,13672,0.0,8e-06
986753,22,21,13672,0.0081,5.3e-05
986770,0,0,1,0.0,6e-06
986780,0,0,1,0.0,6e-06
986833,0,0,1,0.0,6e-06
986846,0,0,1,0.0,6e-06
986903,0,0,1,0.0,6e-06
987045,0,0,1,0.0,6e-06
987210,0,0,1,0.0,6e-06
987211,0,0,1,0.0,6e-06
987285,0,0,1,0.0,6e-06
987316,0,0,1,0.0,6e-06
987346,2,2,9,0.0103,3.6e-05
987394,0,0,1,0.0,6e-06
987478,0,0,1,0.0,6e-06
987485,0,0,1,0.0,6e-06
987489,28,987,13672,0.0075,3.2e-05
987506,0,0,1,0.0,6e-06
987510,0,0,1,0.0,6e-06
987513,0,0,1,0.0,6e-06
987582,1,0,2,0.0,3.6e-05
987603,0,0,1,0.0,6e-06
987613,0,0,1,0.0,6e-06
987681,0,0,1,0.0,6e-06
987786,4,1,9,0.0031,4.8e-05
987842,2,6,13672,0.0082,1.7e-05
987852,12,25,13672,0.0082,3.5e-05
987885,0,0,1,0.0,6e-06
987892,0,0,1,0.0,6e-06
988013,0,0,1,0.0,6e-06
988020,0,0,1,0.0,6e-06
988099,0,0,1,0.0,6e-06
988134,45,1311,13672,0.0087,4e-05
988188,3,71,13672,0.0027,1.4e-05
988237,0,0,1,0.0,6e-06
988317,0,0,1,0.0,6e-06
988392,0,0,1,0.0,6e-06
988463,0,0,1,0.0,6e-06
988467,19,32,13672,0.0082,4.2e-05
988473,0,0,1,0.0,6e-06
988486,0,0,1,0.0,6e-06
988549,48,125,13672,0.0084,4.2e-05
988581,0,0,1,0.0,6e-06
988611,0,0,1,0.0,6e-06
988702,3,0,4,0.0027,5.3e-05
988703,0,0,1,0.0,6e-06
988817,0,0,1,0.0,6e-06
988886,18,18,13672,0.0111,4.7e-05
988897,0,0,1,0.0,6e-06
988940,0,0,1,0.0,6e-06
989002,1,23,13672,0.0,8e-06
989064,1,2,13672,0.0,2e-05
989100,25,87,13672,0.0157,3.8e-05
989208,0,0,1,0.0,6e-06
989220,17,192,13672,0.0079,2.8e-05
989234,0,0,1,0.0,6e-06
989288,0,0,1,0.0,6e-06
989337,0,0,1,0.0,6e-06
989340,0,0,1,0.0,6e-06
989496,32,41,13672,0.0082,4.1e-05
989513,19,1049,13672,0.0077,2.2e-05
989534,1,10,13672,0.0,9e-06
989552,0,0,1,0.0,6e-06
989645,0,0,1,0.0,6e-06
989694,0,0,1,0.0,6e-06
989722,0,0,1,0.0,6e-06
989770,0,0,1,0.0,6e-06
989775,1,1,3,0.0,2.7e-05
989783,0,0,1,0.0,6e-06
989796,0,0,1,0.0,6e-06
989821,0,0,1,0.0,6e-06
989840,24,125,13672,0.0091,4.4e-05
989851,5,1,13672,0.0082,3.5e-05
989862,1,6,13672,0.0,1.2e-05
989889,11,46,13672,0.0084,3.4e-05
989898,30,89,13672,0.0186,6e-05
989945,0,0,1,0.0,6e-06
990005,53,280,13672,0.0076,4.8e-05
990058,0,0,1,0.0,6e-06
990089,1,0,2,0.0,3.6e-05
990097,0,0,1,0.0,6e-06
990106,0,0,1,0.0,6e-06
990267,0,0,1,0.0,6e-06
990282,1,113,13672,0.0,7e-06
990296,0,0,1,0.0,6e-06
990327,1,0,2,0.0,3.6e-05
990363,0,0,1,0.0,6e-06
990377,16,78,13672,0.0086,3.1e-05
990442,1,0,2,0.0,3.6e-05
990517,1,6,13672,0.0,1.9e-05
990553,0,0,1,0.0,6e-06
990583,0,0,1,0.0,6e-06
990585,1,39,13672,0.0,8e-06
990627,1,97,13672,0.0,7e-06
990689,0,0,1,0.0,6e-06
990693,1,20,13672,0.0,1.5e-05
990739,0,0,1,0.0,6e-06
990753,0,0,1,0.0,6e-06
990804,3,7,13672,0.0096,2.9e-05
990833,0,0,1,0.0,6e-06
990847,0,0,1,0.0,6e-06
990920,0,0,1,0.0,6e-06
990990,0,0,1,0.0,6e-06
990991,0,0,1,0.0,6e-06
991105,19,16,13672,0.0076,4.4e-05
991155,1,11,13672,0.0,8e-06
991311,14,1,16,0.0082,3.6e-05
991518,3,1,5,0.0082,3.7e-05
991608,0,0,1,0.0,6e-06
991709,4,51,13672,0.0034,3.6e-05
991759,0,0,1,0.0,6e-06
991787,0,0,1,0.0,6e-06
991799,0,0,1,0.0,6e-06
991861,23,190,13672,0.0089,2.2e-05
991867,0,0,1,0.0,6e-06
991872,0,0,1,0.0,6e-06
991998,0,0,1,0.0,6e-06
992138,0,0,1,0.0,6e-06
992139,0,0,1,0.0,6e-06
992146,2,31,13672,0.0,2.2e-05
992179,6,397,13672,0.0089,1.1e-05
992188,0,0,1,0.0,6e-06
992204,0,0,1,0.0,6e-06
992340,0,0,1,0.0,6e-06
992440,1,1,13672,0.0,2.1e-05
992486,1,1,13672,0.0,3.5e-05
992513,1,0,2,0.0,3.6e-05
992549,0,0,1,0.0,6e-06
992582,0,0,1,0.0,6e-06
992589,0,0,1,0.0,6e-06
992607,0,0,1,0.0,6e-06
992752,0,0,1,0.0,6e-06
992875,3,72,13672,0.0103,9e-06
992927,1,0,2,0.0,3.6e-05
993063,1,0,2,0.0,3.6e-05
993069,0,0,1,0.0,6e-06
993089,0,0,1,0.0,6e-06
993103,3,3,13672,0.0089,2.7e-05
993154,0,0,1,0.0,6e-06
993201,2,9,13672,0.0082,2.1e-05
993262,0,0,1,0.0,6e-06
993271,43,289,13672,0.0082,3.8e-05
993335,0,0,1,0.0,6e-06
993365,0,0,1,0.0,6e-06
993412,0,0,1,0.0,6e-06
993492,0,0,1,0.0,6e-06
993607,0,0,1,0.0,6e-06
993648,0,0,1,0.0,6e-06
993653,55,1113,13672,0.0048,4e-05
993740,5,1,13672,0.0082,3.5e-05
993773,0,0,1,0.0,6e-06
993777,0,0,1,0.0,6e-06
993794,0,0,1,0.0,6e-06
993818,0,0,1,0.0,6e-06
993917,0,0,1,0.0,6e-06
994031,0,0,1,0.0,6e-06
994050,0,0,1,0.0,6e-06
994188,26,120,13672,0.0066,4.8e-05
994229,26,1196,13672,0.0088,2.1e-05
994251,23,114,13672,0.009,4.3e-05
994265,0,0,1,0.0,6e-06
994277,12,25,13672,0.0082,3.5e-05
994312,47,620,13672,0.0082,4.1e-05
994325,1,0,2,0.0,3.6e-05
994386,0,0,1,0.0,6e-06
994410,18,17,13672,0.0098,4.5e-05
994434,2,4,13672,0.0103,2e-05
994511,37,1408,13672,0.0043,0.000103
994515,0,0,1,0.0,6e-06
994590,0,0,1,0.0,6e-06
994609,39,1212,13672,0.0051,3.4e-05
994661,0,0,1,0.0,6e-06
994736,2,1,13672,0.0,4.2e-05
994784,0,0,1,0.0,6e-06
995100,2,0,3,0.0082,3.6e-05
995133,0,0,1,0.0,6e-06
995205,4,8,13672,0.0086,2.8e-05
995210,0,0,1,0.0,6e-06
995435,0,0,1,0.0,6e-06
995500,22,1073,13672,0.0085,2.2e-05
995733,1,2,13672,0.0,1.4e-05
995790,0,0,1,0.0,6e-06
995862,0,0,1,0.0,6e-06
995939,2,11,13672,0.0,3e-05
995944,0,0,1,0.0,6e-06
996066,0,0,1,0.0,6e-06
996151,4,35,13672,0.0096,1.7e-05
996168,34,660,13672,0.0077,5.3e-05
996190,0,0,1,0.0,6e-06
996257,0,0,1,0.0,6e-06
996484,0,0,1,0.0,6e-06
996502,0,0,1,0.0,6e-06
996571,0,0,1,0.0,6e-06
996622,0,0,1,0.0,6e-06
996692,0,0,1,0.0,6e-06
996750,19,187,13672,0.0107,1.7e-05
996782,0,0,1,0.0,6e-06
996793,18,1225,13672,0.0081,2.4e-05
996913,2,3,13672,0.0,3.4e-05
996943,0,0,1,0.0,6e-06
997110,0,0,1,0.0,6e-06
997179,0,0,1,0.0,6e-06
997184,0,0,1,0.0,6e-06
997194,19,741,13672,0.0094,2.3e-05
997470,0,0,1,0.0,6e-06
997515,4,46,13672,0.0049,1.3e-05
997528,16,18,13672,0.0083,4e-05
997558,0,0,1,0.0,6e-06
997565,0,0,1,0.0,6e-06
997637,0,0,1,0.0,6e-06
997668,8,1,10,0.0104,3.4e-05
997678,0,0,1,0.0,6e-06
997740,26,4,13672,0.0089,3.4e-05
997803,23,98,13672,0.0059,4.3e-05
997817,23,1177,13672,0.0043,3.2e-05
997872,10,28,13672,0.0091,3.5e-05
998103,2,5,13672,0.0082,2.1e-05
998284,1,0,2,0.0,3.6e-05
998321,16,28,13672,0.0082,3.7e-05
998396,4,16,13672,0.0089,2.1e-05
998397,4,2,13672,0.0041,4.8e-05
998441,0,0,1,0.0,6e-06
998587,46,1363,13672,0.0064,4e-05
998634,3,7,13672,0.0096,2.9e-05
998638,0,0,1,0.0,6e-06
998721,0,0,1,0.0,6e-06
998738,0,0,1,0.0,6e-06
998884,32,1308,13672,0.0077,3.9e-05
998934,0,0,1,0.0,6e-06
998955,19,187,13672,0.0107,1.7e-05
999045,0,0,1,0.0,6e-06
999094,0,0,1,0.0,6e-06
999223,1,0,2,0.0,3.6e-05
999453,0,0,1,0.0,6e-06
999527,1,1,3,0.0,2.7e-05
999681,0,0,1,0.0,6e-06
999712,4,131,13672,0.0041,2.8e-05
999717,0,0,1,0.0,6e-06
999845,0,0,1,0.0,6e-06
999911,0,0,1,0.0,6e-06
999938,12,98,13672,0.0092,2.7e-05
999976,0,0,1,0.0,6e-06
1000015,10,8,13672,0.0085,3.2e-05
1000043,0,0,1,0.0,6e-06
1000198,0,0,1,0.0,6e-06
1000200,0,0,1,0.0,6e-06
1000230,14,503,13672,0.0083,1.9e-05
1000266,0,0,1,0.0,6e-06
1000358,12,138,13672,0.0038,2.9e-05
1000501,0,0,1,0.0,6e-06
1000616,19,99,13672,0.0071,3.3e-05
1000687,27,1285,13672,0.0081,2.5e-05
1000823,2,0,3,0.0082,3.6e-05
1000900,0,0,1,0.0,6e-06
1000996,0,0,1,0.0,6e-06
1001111,0,0,1,0.0,6e-06
1001221,2,0,3,0.0202,2.6e-05
1001267,0,0,1,0.0,6e-06
1001310,0,0,1,0.0,6e-06
1001401,0,0,1,0.0,6e-06
1001405,19,187,13672,0.0107,1.7e-05
1001506,23,554,13672,0.0125,1.1e-05
1001609,0,0,1,0.0,6e-06
1001663,0,0,1,0.0,6e-06
1001762,0,0,1,0.0,6e-06
1001890,10,28,13672,0.0105,4.2e-05
1001948,32,720,13672,0.0083,2.4e-05
1002189,0,0,1,0.0,6e-06
1002264,0,0,1,0.0,6e-06
1002467,0,0,1,0.0,6e-06
1002491,0,0,1,0.0,6e-06
1002495,0,0,1,0.0,6e-06
1002542,0,0,1,0.0,6e-06
1002612,0,0,1,0.0,6e-06
1003663,0,0,1,0.0,6e-06
1003695,0,0,1,0.0,6e-06
1003852,0,0,1,0.0,6e-06
3,0,0,1,0.0,6e-06
131,2,0,3,0.0082,3.6e-05
334,9,157,13672,0.0083,2.1e-05
481,0,0,1,0.0,6e-06
517,0,0,1,0.0,6e-06
578,16,712,13672,0.0082,2.9e-05
606,33,765,13672,0.0087,3.8e-05
773,0,0,1,0.0,6e-06
834,0,0,1,0.0,6e-06
1047,7,0,8,0.0094,4.7e-05
1303,0,0,1,0.0,6e-06
1331,1,38,13672,0.0,7e-06
1336,0,0,1,0.0,6e-06
1409,1,0,2,0.0,3.6e-05
1481,0,0,1,0.0,6e-06
1850,0,0,1,0.0,6e-06
1940,0,0,1,0.0,6e-06
2059,0,0,1,0.0,6e-06
2081,0,0,1,0.0,6e-06
2175,0,0,1,0.0,6e-06
2256,0,0,1,0.0,6e-06
2336,2,2,7,0.0082,3.3e-05
2554,0,0,1,0.0,6e-06
2568,0,0,1,0.0,6e-06
2629,1,0,2,0.0,3.6e-05
2661,0,0,1,0.0,6e-06
2681,0,0,1,0.0,6e-06
2733,0,0,1,0.0,6e-06
2766,0,0,1,0.0,6e-06
2807,0,0,1,0.0,6e-06
2855,0,0,1,0.0,6e-06
2879,0,0,1,0.0,6e-06
3099,0,0,1,0.0,6e-06
3288,0,0,1,0.0,6e-06
3548,4,107,13672,0.0124,8e-06
3660,1,0,2,0.0,3.6e-05
3979,33,76,13672,0.0082,4.2e-05
4122,2,0,3,0.0082,3.6e-05
4287,0,0,1,0.0,6e-06
4361,0,0,1,0.0,6e-06
4439,0,0,1,0.0,6e-06
4445,0,0,1,0.0,6e-06
4769,0,0,1,0.0,6e-06
4786,0,0,1,0.0,6e-06
5053,0,0,1,0.0,6e-06
5180,0,0,1,0.0,6e-06
5181,2,2,13672,0.0082,3.1e-05
5284,0,0,1,0.0,6e-06
5324,1,39,13672,0.0,7e-06
5422,0,0,1,0.0,6e-06
5565,32,41,13672,0.0082,4.1e-05
5581,0,0,1,0.0,6e-06
5725,0,0,1,0.0,6e-06
5742,0,0,1,0.0,6e-06
5751,10,710,13672,0.0087,2.1e-05
5787,0,0,1,0.0,6e-06
6818,0,0,1,0.0,6e-06
6890,0,0,1,0.0,6e-06
7013,0,0,1,0.0,6e-06
7151,2,9,13672,0.0082,1.7e-05
7160,0,0,1,0.0,6e-06
7206,1,32,13672,0.0,8e-06
7542,0,0,1,0.0,6e-06
8208,46,1558,13672,0.0082,3.8e-05
8455,0,0,1,0.0,6e-06
8683,0,0,1,0.0,6e-06
8799,0,0,1,0.0,6e-06
8893,1,5,13672,0.0,1e-05
9032,0,0,1,0.0,6e-06
9271,4,35,13672,0.0014,4.5e-05
10094,0,0,1,0.0,6e-06
10204,2,0,3,0.0082,3.6e-05
10312,0,0,1,0.0,6e-06
10990,46,237,13672,0.0082,4.6e-05
11697,0,0,1,0.0,6e-06
11763,0,0,1,0.0,6e-06
11940,0,0,1,0.0,6e-06
12134,15,18,13672,0.0082,4.1e-05
12220,25,752,13672,0.0069,4.4e-05
